,id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,predict
2285,2286,52,admin.,divorced,secondary,no,725,yes,no,cellular,20,apr,57,3,325,1,other,0
2286,2287,43,technician,divorced,secondary,no,167,no,no,cellular,4,aug,211,3,-1,0,unknown,0
2287,2288,45,technician,single,secondary,no,1171,yes,no,cellular,17,nov,34,1,-1,0,unknown,0
2288,2289,27,blue-collar,single,primary,no,-579,yes,no,cellular,18,may,220,1,367,3,failure,0
2289,2290,41,blue-collar,married,secondary,no,1882,yes,yes,telephone,29,jul,165,2,-1,0,unknown,0
2290,2291,30,blue-collar,single,secondary,no,23,yes,no,unknown,6,jun,36,24,-1,0,unknown,0
2291,2292,47,technician,married,secondary,no,335,no,no,cellular,17,feb,226,1,-1,0,unknown,0
2292,2293,29,self-employed,single,tertiary,no,5406,no,no,unknown,9,may,530,2,-1,0,unknown,0
2293,2294,34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,0
2294,2295,43,blue-collar,married,unknown,no,91,yes,no,unknown,16,may,37,1,-1,0,unknown,0
2295,2296,45,technician,married,secondary,no,0,no,no,cellular,8,may,166,1,340,1,failure,0
2296,2297,30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,0
2297,2298,35,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,0
2298,2299,26,services,single,tertiary,no,1140,yes,no,cellular,6,feb,984,2,-1,0,unknown,1
2299,2300,68,retired,married,tertiary,no,2820,no,no,cellular,28,aug,109,2,-1,0,unknown,0
2300,2301,49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,149,1,-1,0,unknown,0
2301,2302,32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,0
2302,2303,40,blue-collar,married,primary,no,2651,yes,no,unknown,15,may,94,1,-1,0,unknown,0
2303,2304,36,self-employed,married,primary,no,161,no,no,cellular,21,aug,239,3,-1,0,unknown,0
2304,2305,39,blue-collar,married,secondary,no,327,yes,no,unknown,20,may,244,1,-1,0,unknown,0
2305,2306,49,technician,divorced,secondary,no,181,yes,no,unknown,28,may,230,8,-1,0,unknown,0
2306,2307,29,entrepreneur,married,secondary,no,0,yes,no,unknown,19,jun,211,1,-1,0,unknown,0
2307,2308,31,services,single,secondary,no,166,yes,no,cellular,11,may,227,1,-1,0,unknown,0
2308,2309,33,blue-collar,married,unknown,no,695,yes,yes,cellular,21,nov,148,1,-1,0,unknown,0
2309,2310,45,admin.,married,secondary,no,362,no,no,cellular,12,aug,536,4,-1,0,unknown,0
2310,2311,46,unemployed,married,secondary,no,3533,yes,no,cellular,12,aug,235,2,-1,0,unknown,0
2311,2312,50,technician,married,secondary,no,-70,no,no,cellular,6,aug,386,2,-1,0,unknown,0
2312,2313,24,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,1,-1,0,unknown,0
2313,2314,60,housemaid,married,primary,no,211,no,no,cellular,21,aug,406,1,-1,0,unknown,0
2314,2315,39,admin.,single,secondary,no,4039,yes,no,unknown,20,may,140,1,-1,0,unknown,0
2315,2316,53,management,married,tertiary,no,5261,no,yes,cellular,25,jul,1209,3,-1,0,unknown,1
2316,2317,37,technician,married,secondary,no,6963,yes,no,cellular,22,dec,158,2,-1,0,unknown,0
2317,2318,51,technician,married,secondary,no,12061,yes,no,unknown,13,may,332,1,-1,0,unknown,0
2318,2319,29,services,married,secondary,no,1386,yes,no,unknown,28,may,166,1,-1,0,unknown,0
2319,2320,32,blue-collar,married,secondary,no,9714,yes,no,cellular,15,may,1237,2,361,2,failure,1
2320,2321,29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,unknown,0
2321,2322,74,retired,married,primary,no,0,no,no,telephone,4,sep,113,1,-1,0,unknown,0
2322,2323,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,0
2323,2324,50,management,married,tertiary,no,253,no,no,cellular,28,may,513,9,-1,0,unknown,0
2324,2325,58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,0
2325,2326,47,services,married,secondary,no,439,yes,no,cellular,20,aug,156,12,-1,0,unknown,0
2326,2327,46,technician,married,secondary,no,0,no,no,cellular,19,nov,54,1,-1,0,unknown,0
2327,2328,32,management,married,tertiary,no,92,no,no,unknown,3,jul,116,1,-1,0,unknown,0
2328,2329,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,0
2329,2330,42,technician,single,secondary,no,716,yes,no,cellular,21,nov,110,1,-1,0,unknown,0
2330,2331,25,student,single,secondary,no,2354,no,no,cellular,30,apr,149,1,84,7,success,1
2331,2332,39,services,married,primary,no,1951,yes,no,unknown,23,may,208,2,-1,0,unknown,0
2332,2333,45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,88,3,311,3,failure,0
2333,2334,36,technician,single,secondary,no,300,yes,no,unknown,6,jun,358,1,-1,0,unknown,0
2334,2335,39,technician,married,secondary,no,211,no,no,telephone,6,feb,53,2,-1,0,unknown,0
2335,2336,28,technician,married,secondary,no,2919,yes,no,cellular,14,jul,101,3,-1,0,unknown,0
2336,2337,47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,608,2,92,4,other,0
2337,2338,25,self-employed,single,tertiary,no,882,yes,no,cellular,13,may,341,1,-1,0,unknown,0
2338,2339,23,student,single,secondary,no,0,no,no,telephone,4,may,526,1,-1,0,unknown,0
2339,2340,27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203,1,-1,0,unknown,0
2340,2341,18,student,single,primary,no,608,no,no,cellular,12,aug,267,1,-1,0,unknown,0
2341,2342,38,management,married,tertiary,no,465,yes,yes,cellular,15,jul,156,4,-1,0,unknown,0
2342,2343,57,management,married,tertiary,no,4547,no,no,cellular,7,aug,314,4,-1,0,unknown,0
2343,2344,54,housemaid,married,primary,no,5048,no,no,unknown,18,jun,163,1,-1,0,unknown,0
2344,2345,30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,may,601,1,-1,0,unknown,0
2345,2346,59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,1,-1,0,unknown,0
2346,2347,29,blue-collar,single,secondary,no,922,yes,no,cellular,18,may,72,1,-1,0,unknown,0
2347,2348,34,blue-collar,married,secondary,no,467,yes,no,cellular,13,may,195,2,357,2,failure,0
2348,2349,57,admin.,single,secondary,no,738,no,no,cellular,17,nov,56,1,-1,0,unknown,0
2349,2350,32,blue-collar,married,secondary,no,1484,yes,no,unknown,30,may,363,7,-1,0,unknown,0
2350,2351,42,blue-collar,single,primary,no,-376,yes,no,cellular,18,may,53,1,-1,0,unknown,0
2351,2352,57,housemaid,divorced,primary,no,492,no,no,telephone,21,nov,181,2,-1,0,unknown,0
2352,2353,44,entrepreneur,divorced,secondary,no,-143,yes,no,unknown,2,jun,66,6,-1,0,unknown,0
2353,2354,54,blue-collar,married,secondary,no,10,yes,no,cellular,18,aug,195,4,-1,0,unknown,0
2354,2355,37,self-employed,married,secondary,no,2260,yes,no,unknown,30,may,370,3,-1,0,unknown,0
2355,2356,27,technician,married,secondary,no,317,yes,yes,cellular,15,may,1286,1,-1,0,unknown,1
2356,2357,41,blue-collar,married,secondary,no,-648,yes,no,cellular,12,may,104,3,172,2,failure,0
2357,2358,34,technician,single,secondary,no,2131,yes,no,cellular,13,may,53,1,-1,0,unknown,0
2358,2359,43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203,2,-1,0,unknown,0
2359,2360,36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,unknown,0
2360,2361,43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,0
2361,2362,54,retired,single,secondary,no,129,no,yes,cellular,28,jul,867,2,-1,0,unknown,1
2362,2363,30,blue-collar,married,secondary,no,177,yes,no,cellular,9,apr,62,2,332,3,failure,0
2363,2364,32,admin.,divorced,secondary,no,714,no,no,cellular,2,feb,221,1,-1,0,unknown,0
2364,2365,42,services,single,tertiary,no,94,yes,no,cellular,13,may,45,4,-1,0,unknown,0
2365,2366,29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,1,-1,0,unknown,0
2366,2367,53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,6,may,123,1,169,1,failure,0
2367,2368,45,blue-collar,married,secondary,no,-183,yes,yes,cellular,28,aug,8,13,-1,0,unknown,0
2368,2369,36,technician,married,secondary,no,186,yes,no,cellular,12,may,187,3,-1,0,unknown,0
2369,2370,43,entrepreneur,single,tertiary,no,744,no,yes,cellular,20,nov,90,4,114,4,failure,0
2370,2371,37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,-1,0,unknown,0
2371,2372,38,admin.,married,secondary,no,664,yes,no,unknown,14,may,256,2,-1,0,unknown,0
2372,2373,29,technician,single,tertiary,no,18254,no,no,cellular,11,may,279,2,-1,0,unknown,0
2373,2374,52,admin.,divorced,secondary,no,774,no,no,cellular,4,feb,79,1,-1,0,unknown,0
2374,2375,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown,0
2375,2376,43,admin.,married,unknown,no,3485,no,no,unknown,18,jun,113,1,-1,0,unknown,0
2376,2377,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,0
2377,2378,40,blue-collar,married,primary,no,780,yes,no,cellular,12,may,206,1,357,1,failure,0
2378,2379,42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,unknown,0
2379,2380,38,management,married,tertiary,no,590,no,no,cellular,31,jul,49,2,-1,0,unknown,0
2380,2381,45,management,married,tertiary,no,726,yes,yes,cellular,18,jul,199,1,-1,0,unknown,0
2381,2382,81,retired,divorced,primary,no,949,no,no,cellular,27,sep,188,2,280,1,other,0
2382,2383,41,admin.,single,secondary,no,3895,yes,no,cellular,14,may,305,3,296,11,other,0
2383,2384,38,services,married,secondary,no,1559,no,no,unknown,16,jun,162,1,-1,0,unknown,0
2384,2385,33,management,divorced,tertiary,no,0,no,no,cellular,13,aug,305,2,-1,0,unknown,0
2385,2386,37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7,11,351,1,failure,0
2386,2387,44,unemployed,married,secondary,no,0,no,no,cellular,21,nov,175,4,-1,0,unknown,0
2387,2388,43,management,single,tertiary,no,776,no,no,telephone,18,may,52,9,-1,0,unknown,0
2388,2389,35,blue-collar,married,secondary,no,80,yes,yes,cellular,6,may,317,1,363,1,failure,0
2389,2390,55,technician,divorced,secondary,no,852,no,no,cellular,20,aug,83,6,-1,0,unknown,0
2390,2391,41,blue-collar,divorced,primary,no,-129,yes,no,cellular,18,may,176,1,-1,0,unknown,0
2391,2392,53,blue-collar,married,primary,no,600,yes,no,unknown,14,may,139,1,-1,0,unknown,0
2392,2393,43,admin.,single,secondary,no,375,no,yes,cellular,21,jul,163,4,-1,0,unknown,0
2393,2394,30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,6,-1,0,unknown,1
2394,2395,42,self-employed,married,secondary,no,2812,yes,no,cellular,21,nov,46,4,171,1,failure,0
2395,2396,36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,0
2396,2397,38,admin.,single,secondary,no,4023,no,no,unknown,11,jun,339,2,-1,0,unknown,0
2397,2398,58,management,married,tertiary,no,287,yes,no,cellular,21,aug,676,8,-1,0,unknown,0
2398,2399,55,services,married,secondary,no,697,yes,no,unknown,15,may,206,1,-1,0,unknown,0
2399,2400,44,management,married,tertiary,no,647,no,no,unknown,16,jun,226,2,-1,0,unknown,0
2400,2401,34,blue-collar,single,secondary,yes,-60,no,no,cellular,3,apr,84,1,332,1,failure,0
2401,2402,42,management,married,unknown,no,933,no,no,cellular,18,may,212,1,-1,0,unknown,0
2402,2403,53,blue-collar,single,primary,no,354,yes,no,unknown,17,jun,96,2,-1,0,unknown,0
2403,2404,32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,0
2404,2405,23,blue-collar,married,primary,no,531,yes,no,cellular,15,may,509,3,345,9,other,0
2405,2406,38,technician,single,secondary,no,571,no,no,cellular,4,feb,275,3,-1,0,unknown,0
2406,2407,59,admin.,married,secondary,no,1675,no,yes,cellular,7,aug,113,2,-1,0,unknown,0
2407,2408,55,blue-collar,married,secondary,no,644,no,no,cellular,21,aug,42,3,-1,0,unknown,0
2408,2409,60,retired,married,primary,no,894,yes,no,unknown,15,may,65,7,-1,0,unknown,0
2409,2410,47,technician,married,secondary,no,3478,no,no,unknown,18,jun,13,11,-1,0,unknown,0
2410,2411,46,management,married,unknown,no,876,yes,no,cellular,31,jul,11,3,-1,0,unknown,0
2411,2412,41,blue-collar,married,secondary,no,-940,yes,yes,cellular,6,may,206,2,-1,0,unknown,0
2412,2413,52,management,married,tertiary,no,1564,yes,no,cellular,17,jul,493,1,-1,0,unknown,0
2413,2414,36,technician,married,secondary,no,197,yes,no,cellular,7,may,589,2,-1,0,unknown,0
2414,2415,42,admin.,divorced,secondary,yes,723,no,no,cellular,20,nov,298,2,112,2,other,0
2415,2416,26,services,divorced,primary,yes,2,yes,yes,cellular,25,jul,22,16,-1,0,unknown,0
2416,2417,40,entrepreneur,married,secondary,no,0,no,yes,cellular,15,jul,103,4,-1,0,unknown,0
2417,2418,28,unemployed,married,secondary,no,1,no,no,cellular,20,apr,128,1,-1,0,unknown,0
2418,2419,32,blue-collar,single,secondary,no,228,no,no,telephone,23,apr,67,3,-1,0,unknown,0
2419,2420,44,management,single,tertiary,no,6350,yes,no,cellular,9,jul,323,1,-1,0,unknown,0
2420,2421,35,management,married,tertiary,no,284,no,yes,cellular,6,aug,258,2,-1,0,unknown,0
2421,2422,31,services,married,secondary,no,28,yes,no,unknown,8,may,101,1,-1,0,unknown,0
2422,2423,37,management,married,tertiary,no,566,no,no,cellular,25,aug,463,4,-1,0,unknown,0
2423,2424,55,retired,married,secondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure,0
2424,2425,37,technician,married,secondary,no,712,yes,no,cellular,18,nov,291,2,-1,0,unknown,0
2425,2426,43,technician,divorced,secondary,no,6835,no,no,unknown,20,jun,262,2,-1,0,unknown,0
2426,2427,29,student,single,secondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,1
2427,2428,34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,0
2428,2429,41,management,married,tertiary,no,15787,no,yes,cellular,3,jun,175,3,-1,0,unknown,0
2429,2430,43,blue-collar,divorced,primary,no,42,no,no,unknown,13,may,188,1,-1,0,unknown,0
2430,2431,43,unemployed,divorced,secondary,no,4478,yes,no,unknown,13,may,133,1,-1,0,unknown,0
2431,2432,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,0
2432,2433,58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,187,1,-1,0,unknown,0
2433,2434,38,admin.,single,secondary,no,-211,no,yes,cellular,31,jul,166,2,-1,0,unknown,0
2434,2435,23,student,single,unknown,no,2530,no,no,cellular,12,may,411,1,-1,0,unknown,0
2435,2436,47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,0
2436,2437,34,unemployed,single,tertiary,no,1974,no,no,cellular,22,jul,355,1,342,3,success,1
2437,2438,45,self-employed,married,secondary,no,2278,no,no,unknown,17,nov,1735,2,-1,0,unknown,1
2438,2439,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,0
2439,2440,39,management,married,tertiary,no,3518,yes,no,cellular,8,may,440,1,-1,0,unknown,0
2440,2441,44,blue-collar,married,primary,no,3433,yes,no,unknown,2,jun,548,8,-1,0,unknown,0
2441,2442,66,retired,married,primary,no,747,no,no,telephone,28,jan,203,3,93,1,failure,0
2442,2443,32,self-employed,single,secondary,no,356,yes,no,cellular,27,aug,511,6,-1,0,unknown,0
2443,2444,39,entrepreneur,divorced,tertiary,no,966,yes,yes,cellular,20,nov,186,1,-1,0,unknown,0
2444,2445,34,services,divorced,secondary,no,202,yes,no,unknown,15,may,318,1,-1,0,unknown,0
2445,2446,53,blue-collar,married,primary,no,634,yes,no,unknown,16,may,475,2,-1,0,unknown,0
2446,2447,23,student,single,secondary,no,556,yes,no,cellular,15,may,170,2,-1,0,unknown,0
2447,2448,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,321,2,-1,0,unknown,0
2448,2449,28,services,single,secondary,no,458,no,no,cellular,18,jul,328,3,-1,0,unknown,0
2449,2450,45,management,single,tertiary,no,0,no,no,unknown,12,may,55,2,-1,0,unknown,0
2450,2451,74,retired,married,secondary,no,291,no,no,cellular,12,aug,543,1,-1,0,unknown,0
2451,2452,57,retired,married,primary,no,6969,no,no,cellular,19,nov,152,2,-1,0,unknown,0
2452,2453,39,management,single,tertiary,no,1682,yes,no,unknown,2,jun,174,1,-1,0,unknown,0
2453,2454,37,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,155,2,-1,0,unknown,0
2454,2455,39,technician,single,tertiary,no,54,yes,no,cellular,29,jul,99,12,-1,0,unknown,0
2455,2456,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,0
2456,2457,53,housemaid,married,secondary,no,1182,yes,no,cellular,7,sep,82,1,293,1,failure,0
2457,2458,35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,3,-1,0,unknown,1
2458,2459,37,blue-collar,single,secondary,no,133,yes,no,cellular,11,may,1388,2,-1,0,unknown,1
2459,2460,36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,0
2460,2461,46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,0
2461,2462,43,management,single,tertiary,no,8224,yes,no,cellular,15,jul,70,1,-1,0,unknown,0
2462,2463,57,blue-collar,married,secondary,no,258,yes,no,unknown,20,may,480,4,-1,0,unknown,0
2463,2464,30,blue-collar,married,primary,no,262,yes,no,cellular,20,apr,15,4,343,3,other,0
2464,2465,42,blue-collar,married,primary,no,188,yes,no,unknown,30,may,53,5,-1,0,unknown,0
2465,2466,55,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown,0
2466,2467,44,blue-collar,married,primary,no,3113,no,no,cellular,14,jul,331,2,-1,0,unknown,0
2467,2468,30,services,single,secondary,no,268,no,no,unknown,24,jul,86,1,-1,0,unknown,0
2468,2469,32,management,single,tertiary,no,438,no,no,cellular,21,aug,318,5,-1,0,unknown,0
2469,2470,26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,169,3,246,1,failure,0
2470,2471,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,0
2471,2472,41,management,married,tertiary,no,23,no,no,cellular,22,aug,80,2,-1,0,unknown,0
2472,2473,41,technician,married,secondary,no,801,no,no,cellular,28,aug,65,4,-1,0,unknown,0
2473,2474,51,blue-collar,married,primary,no,2315,no,no,cellular,7,aug,111,2,-1,0,unknown,0
2474,2475,41,blue-collar,married,primary,no,438,no,no,cellular,5,feb,46,1,-1,0,unknown,0
2475,2476,59,admin.,divorced,tertiary,no,39,no,no,cellular,11,jul,67,1,-1,0,unknown,0
2476,2477,31,blue-collar,married,secondary,no,0,yes,no,unknown,9,may,133,1,-1,0,unknown,0
2477,2478,42,admin.,married,secondary,no,247,yes,no,cellular,31,jul,76,5,-1,0,unknown,0
2478,2479,45,blue-collar,married,primary,no,1145,no,no,telephone,10,jul,156,7,-1,0,unknown,0
2479,2480,49,blue-collar,married,secondary,no,8545,yes,yes,cellular,20,nov,175,1,-1,0,unknown,0
2480,2481,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,0
2481,2482,29,management,single,tertiary,no,1431,no,no,cellular,18,jun,201,4,-1,0,unknown,0
2482,2483,59,blue-collar,single,secondary,no,12270,no,no,cellular,20,nov,180,2,-1,0,unknown,0
2483,2484,38,technician,married,secondary,no,-104,no,no,cellular,28,aug,13,17,-1,0,unknown,0
2484,2485,46,technician,married,tertiary,no,675,yes,no,unknown,8,may,50,1,-1,0,unknown,0
2485,2486,46,blue-collar,married,primary,no,4602,yes,no,telephone,15,may,39,1,-1,0,unknown,0
2486,2487,39,management,single,tertiary,no,11971,yes,no,telephone,15,may,75,10,179,5,failure,0
2487,2488,46,services,married,tertiary,no,474,no,no,unknown,9,jun,445,2,-1,0,unknown,0
2488,2489,30,management,married,tertiary,no,900,no,no,cellular,18,nov,123,1,124,2,failure,0
2489,2490,46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,0
2490,2491,31,blue-collar,married,primary,no,48,yes,no,cellular,28,jul,209,4,-1,0,unknown,0
2491,2492,32,blue-collar,single,secondary,no,15341,no,no,unknown,21,may,738,3,-1,0,unknown,0
2492,2493,68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,-1,0,unknown,0
2493,2494,50,management,single,tertiary,no,567,yes,no,cellular,29,jan,50,1,258,8,failure,0
2494,2495,27,management,single,tertiary,no,1117,yes,no,cellular,7,jul,416,4,-1,0,unknown,0
2495,2496,39,blue-collar,married,primary,no,163,yes,no,telephone,23,jul,192,5,-1,0,unknown,0
2496,2497,34,technician,single,unknown,no,4223,no,yes,cellular,20,nov,133,1,-1,0,unknown,0
2497,2498,31,management,single,tertiary,no,34,no,no,cellular,22,aug,121,1,-1,0,unknown,0
2498,2499,48,services,married,secondary,no,328,no,no,unknown,6,jun,189,1,-1,0,unknown,0
2499,2500,28,technician,single,secondary,no,1581,no,yes,cellular,7,jul,576,2,-1,0,unknown,0
2500,2501,40,services,married,primary,no,44,yes,no,unknown,16,may,144,1,-1,0,unknown,0
2501,2502,32,management,married,tertiary,no,2172,yes,no,cellular,22,aug,306,4,-1,0,unknown,0
2502,2503,37,technician,married,secondary,no,729,yes,no,cellular,15,jul,115,5,-1,0,unknown,0
2503,2504,32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,0
2504,2505,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,0
2505,2506,30,services,single,secondary,no,631,yes,no,cellular,18,may,98,1,-1,0,unknown,0
2506,2507,31,management,single,tertiary,no,170,yes,yes,cellular,5,may,168,1,265,2,failure,0
2507,2508,47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,1
2508,2509,60,retired,divorced,tertiary,no,2166,no,no,unknown,20,jun,8,9,-1,0,unknown,0
2509,2510,34,blue-collar,married,primary,no,0,yes,yes,unknown,20,jun,34,29,-1,0,unknown,0
2510,2511,49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,0
2511,2512,72,blue-collar,married,primary,no,4415,no,no,telephone,13,oct,120,1,-1,0,unknown,0
2512,2513,53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown,0
2513,2514,33,management,single,tertiary,no,206,no,no,cellular,21,aug,231,3,-1,0,unknown,0
2514,2515,42,blue-collar,married,primary,no,208,yes,no,cellular,20,apr,82,1,-1,0,unknown,0
2515,2516,40,blue-collar,divorced,primary,no,54,yes,no,cellular,13,may,10,5,362,3,other,0
2516,2517,34,management,single,tertiary,no,1228,no,no,cellular,13,aug,99,2,105,10,success,1
2517,2518,31,technician,married,secondary,no,172,no,no,cellular,8,aug,151,2,-1,0,unknown,0
2518,2519,39,management,married,tertiary,no,22,yes,no,unknown,2,jun,493,1,-1,0,unknown,0
2519,2520,36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,apr,88,1,154,2,failure,0
2520,2521,56,retired,married,primary,no,133,no,yes,unknown,12,jun,322,2,-1,0,unknown,0
2521,2522,42,services,married,primary,no,91,yes,no,unknown,29,may,87,7,-1,0,unknown,0
2522,2523,48,admin.,married,secondary,no,191,yes,no,cellular,5,feb,238,3,-1,0,unknown,0
2523,2524,57,technician,married,secondary,no,109,no,no,cellular,25,aug,124,4,-1,0,unknown,0
2524,2525,53,self-employed,married,tertiary,no,217,no,no,cellular,11,aug,121,5,-1,0,unknown,0
2525,2526,34,services,married,secondary,no,0,no,no,unknown,27,may,56,2,-1,0,unknown,0
2526,2527,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,unknown,0
2527,2528,32,technician,married,tertiary,no,903,yes,no,cellular,23,jun,181,1,320,1,other,0
2528,2529,31,technician,married,secondary,no,303,yes,no,cellular,15,jul,196,4,-1,0,unknown,0
2529,2530,36,management,single,tertiary,no,0,yes,no,cellular,16,jul,155,2,-1,0,unknown,0
2530,2531,60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure,0
2531,2532,37,services,divorced,secondary,no,239,yes,no,unknown,23,may,140,2,-1,0,unknown,0
2532,2533,21,student,single,secondary,no,6,no,no,unknown,9,may,622,1,-1,0,unknown,0
2533,2534,29,entrepreneur,single,secondary,no,158,yes,no,cellular,25,jul,241,2,-1,0,unknown,0
2534,2535,67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,1
2535,2536,41,management,divorced,secondary,no,0,no,no,unknown,16,jun,126,3,-1,0,unknown,0
2536,2537,39,self-employed,divorced,secondary,yes,-103,no,yes,unknown,5,jun,210,3,-1,0,unknown,0
2537,2538,48,blue-collar,married,secondary,no,2214,no,no,cellular,19,aug,607,7,-1,0,unknown,0
2538,2539,34,technician,married,secondary,no,260,yes,no,cellular,22,aug,142,2,-1,0,unknown,0
2539,2540,39,blue-collar,married,primary,no,813,yes,no,unknown,8,may,117,2,-1,0,unknown,0
2540,2541,52,entrepreneur,divorced,tertiary,no,3975,no,no,cellular,19,nov,116,5,-1,0,unknown,0
2541,2542,35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown,0
2542,2543,54,technician,single,tertiary,no,1433,yes,yes,unknown,18,jun,18,20,-1,0,unknown,0
2543,2544,29,services,single,secondary,no,31,yes,no,cellular,11,may,82,1,369,3,other,0
2544,2545,35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,unknown,0
2545,2546,34,student,single,unknown,no,5827,no,no,cellular,17,nov,97,2,-1,0,unknown,0
2546,2547,23,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,6,5,350,2,failure,0
2547,2548,32,technician,divorced,tertiary,no,267,no,no,cellular,26,may,128,1,-1,0,unknown,0
2548,2549,36,blue-collar,single,secondary,no,50,no,no,telephone,2,feb,38,1,-1,0,unknown,0
2549,2550,30,admin.,married,secondary,no,0,no,no,cellular,15,oct,86,1,140,3,failure,0
2550,2551,23,student,single,unknown,no,854,yes,no,unknown,28,may,664,2,-1,0,unknown,0
2551,2552,34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,0
2552,2553,45,technician,married,secondary,no,34,no,no,telephone,27,aug,96,7,-1,0,unknown,0
2553,2554,26,admin.,married,secondary,no,416,yes,yes,unknown,18,jun,172,2,-1,0,unknown,0
2554,2555,37,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,unknown,0
2555,2556,39,management,married,tertiary,no,0,yes,yes,unknown,16,may,107,2,-1,0,unknown,0
2556,2557,28,technician,divorced,tertiary,no,594,yes,yes,unknown,18,jun,54,3,-1,0,unknown,0
2557,2558,81,retired,married,primary,no,1154,no,no,telephone,17,sep,231,1,-1,0,unknown,0
2558,2559,27,management,single,tertiary,no,385,no,yes,cellular,31,jul,52,7,-1,0,unknown,0
2559,2560,50,admin.,married,secondary,no,1138,yes,yes,cellular,31,jul,73,8,-1,0,unknown,0
2560,2561,30,management,married,tertiary,no,1882,yes,no,cellular,11,aug,249,5,-1,0,unknown,0
